Microsoft (R) COFF/PE Dumper Version 14.42.34436.0
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\Windows\System32\ntdll.dll

File Type: DLL

  Section contains the following exports for ntdll.dll

    00000000 characteristics
    E7035EBA time date stamp
        0.00 version
           8 ordinal base
        2491 number of functions
        2490 number of names

    ordinal hint RVA      name

       1108  44B 0009ECA0 RtlGetNtGlobalFlags
       1109  44C 0004A3B0 RtlGetNtProductType
       1110  44D 000187C0 RtlGetNtSystemRoot
       1111  44E 000DFBD0 RtlGetNtVersionNumbers
       1112  44F 0006C9D0 RtlGetOwnerSecurityDescriptor
       1113  450 00013BD0 RtlGetParentLocaleName
       1114  451 0000B440 RtlGetPersistedStateLocation
       1115  452 000FDF10 RtlGetProcessHeaps
       1116  453 0008C060 RtlGetProcessPreferredUILanguages
       1117  454 00078180 RtlGetProductInfo
       1118  455 0010AC80 RtlGetReturnAddressHijackTarget
       1119  456 0007A2A0 RtlGetSaclSecurityDescriptor
       1120  457 00086990 RtlGetSearchPath
       1121  458 00088BB0 RtlGetSecurityDescriptorRMControl
       1122  459 000F1930 RtlGetSessionProperties
       1123  45A 000F9E70 RtlGetSetBootStatusData
       1124  45B 0004A380 RtlGetSuiteMask
       1125  45C 00088910 RtlGetSystemBootStatus
       1126  45D 000F9FE0 RtlGetSystemBootStatusEx
       1127  45E 0006DD70 RtlGetSystemGlobalData
       1128  45F 00082190 RtlGetSystemPreferredUILanguages
       1129  460 0007D750 RtlGetSystemTimeAndBias
       1130  461 00010820 RtlGetSystemTimePrecise
       1131  462 000D8500 RtlGetThreadErrorMode
       1132  463 000FAAE0 RtlGetThreadLangIdByIndex
       1133  464 00011AF0 RtlGetThreadPreferredUILanguages
       1134  465 0007E800 RtlGetThreadWorkOnBehalfTicket
       1135  466 00088330 RtlGetTokenNamedObjectPath
       1136  467 0008A630 RtlGetUILanguageInfo
       1137  468 001035A0 RtlGetUmsCompletionListEvent
       1138  469 000D95F0 RtlGetUnloadEventTrace
       1139  46A 000D9610 RtlGetUnloadEventTraceEx
       1140  46B 00076450 RtlGetUserInfoHeap
       1141  46C 00081020 RtlGetUserPreferredUILanguages
       1142  46D 0002F5A0 RtlGetVersion
       1143  46E 000EBCF0 RtlGrowFunctionTable
       1144  46F 0006DB40 RtlGuardCheckLongJumpTarget
       1145  470 00062690 RtlHashUnicodeString
       1146  471 0010B270 RtlHeapTrkInitialize
       1147  472 0007FBC0 RtlIdentifierAuthoritySid
       1148  473 0000C680 RtlIdnToAscii
       1149  474 0010C5A0 RtlIdnToNameprepUnicode
       1150  475 0000E360 RtlIdnToUnicode
       1151  476 00083FE0 RtlImageDirectoryEntryToData
       1152  477 0002EC60 RtlImageNtHeader
       1153  478 000248D0 RtlImageNtHeaderEx
       1154  479 00028BE0 RtlImageRvaToSection
       1155  47A 000F63A0 RtlImageRvaToVa
       1156  47B 000795D0 RtlImpersonateSelf
       1157  47C 000795F0 RtlImpersonateSelfEx
       1158  47D 00108F00 RtlIncrementCorrelationVector
       1159  47E 0000C1F0 RtlInitAnsiString
       1160  47F 0006B460 RtlInitAnsiStringEx
       1161  480 000F9640 RtlInitBarrier
       1162  481 000AF2B0 RtlInitCodePageTable
       1163  482 0006D080 RtlInitEnumerationHashTable
       1164  483 000E1390 RtlInitMemoryStream
       1165  484 000F0920 RtlInitNlsTables
       1166  485 000E1390 RtlInitOutOfProcessMemoryStream
       1167  486 0000C1F0 RtlInitString
       1168  487 000F6AC0 RtlInitStringEx
       1169  488 0008CAC0 RtlInitStrongEnumerationHashTable
       1170  489 00016000 RtlInitUTF8String
       1171  48A 000F6AC0 RtlInitUTF8StringEx
       1172  48B 00018770 RtlInitUnicodeString
       1173  48C 0001AC40 RtlInitUnicodeStringEx
       1174  48D 00102020 RtlInitWeakEnumerationHashTable
       1175  48E 0009EC30 RtlInitializeAtomPackage
       1176  48F 0007ED60 RtlInitializeBitMap
       1177  490 0009EC40 RtlInitializeBitMapEx
       1178  491 0007FB60 RtlInitializeConditionVariable
       1179  492 0010C660 RtlInitializeContext
       1180  493 00108FF0 RtlInitializeCorrelationVector
       1181  494 0005C740 RtlInitializeCriticalSection
       1182  495 0005C7F0 RtlInitializeCriticalSectionAndSpinCount
       1183  496 0005CD70 RtlInitializeCriticalSectionEx
       1184  497 00054700 RtlInitializeExtendedContext
       1185  498 00054C10 RtlInitializeExtendedContext2
       1186  499 00080270 RtlInitializeGenericTable
       1187  49A 00084020 RtlInitializeGenericTableAvl
       1188  49B 00081F80 RtlInitializeHandleTable
       1189  49C 0008EC20 RtlInitializeNtUserPfn
       1190  49D 0008E000 RtlInitializeRXact
       1191  49E 0005C950 RtlInitializeResource
       1192  49F 00070F10 RtlInitializeSListHead
       1193  4A0 0006DFE0 RtlInitializeSRWLock
       1194  4A1 00012DF0 RtlInitializeSid
       1195  4A2 00012D90 RtlInitializeSidEx
       1196  4A3 00062B10 RtlInsertElementGenericTable
       1197  4A4 0006AD30 RtlInsertElementGenericTableAvl
       1198  4A5 00062B80 RtlInsertElementGenericTableFull
       1199  4A6 0006ADA0 RtlInsertElementGenericTableFullAvl
       1200  4A7 0006D0F0 RtlInsertEntryHashTable
       1201  4A8 0008CF80 RtlInstallFunctionTableCallback
       1202  4A9 000F97D0 RtlInt64ToUnicodeString
       1203  4AA 0006F910 RtlIntegerToChar
       1204  4AB 0006F880 RtlIntegerToUnicodeString
       1205  4AC 0007C2D0 RtlInterlockedClearBitRun
       1206  4AD 000F8A20 RtlInterlockedClearBitRunEx
       1207  4AE 00073240 RtlInterlockedFlushSList
       1208  4AF 000A4120 RtlInterlockedPopEntrySList
       1209  4B0 0006E950 RtlInterlockedPushEntrySList
       1210  4B1 000A41D0 RtlInterlockedPushListSList
       1211  4B2 000B01B0 RtlInterlockedPushListSListEx
       1212  4B3 000F8AE0 RtlInterlockedSetBitRun
       1213  4B4 000FD970 RtlIoDecodeMemIoResource
       1214  4B5 000FDA20 RtlIoEncodeMemIoResource
       1215  4B6 000832B0 RtlIpv4AddressToStringA
       1216  4B7 00083210 RtlIpv4AddressToStringExA
       1217  4B8 0007B3D0 RtlIpv4AddressToStringExW
       1218  4B9 0007B4A0 RtlIpv4AddressToStringW
       1219  4BA 0007F880 RtlIpv4StringToAddressA
       1220  4BB 0007F810 RtlIpv4StringToAddressExA
       1221  4BC 0000D9A0 RtlIpv4StringToAddressExW
       1222  4BD 0000DAD0 RtlIpv4StringToAddressW
       1223  4BE 00081500 RtlIpv6AddressToStringA
       1224  4BF 0008A9F0 RtlIpv6AddressToStringExA
       1225  4C0 00052D40 RtlIpv6AddressToStringExW
       1226  4C1 00052E90 RtlIpv6AddressToStringW
       1227  4C2 00084250 RtlIpv6StringToAddressA
       1228  4C3 000841C0 RtlIpv6StringToAddressExA
       1229  4C4 0000DCF0 RtlIpv6StringToAddressExW
       1230  4C5 0000DF20 RtlIpv6StringToAddressW
       1231  4C6 000EA9C0 RtlIsActivationContextActive
       1232  4C7 0000C230 RtlIsApiSetImplemented
       1233  4C8 000142B0 RtlIsCapabilitySid
       1234  4C9 00088430 RtlIsCloudFilesPlaceholder
       1235  4CA 000AF720 RtlIsCriticalSectionLocked
       1236  4CB 0002CC90 RtlIsCriticalSectionLockedByThread
       1237  4CC 0006C1D0 RtlIsCurrentProcess
       1238  4CD 00002000 RtlIsCurrentThread
       1239  4CE 0009E960 RtlIsCurrentThreadAttachExempt
       1240  4CF 0007B7C0 RtlIsDosDeviceName_U
       1241  4D0 000D5400 RtlIsEcCode
       1242  4D1 00085B70 RtlIsElevatedRid
       1243  4D2 00089630 RtlIsEnclaveFeaturePresent
       1244  4D3 0009F3B0 RtlIsFeatureEnabledForEnterprise
       1245  4D4 00080C50 RtlIsGenericTableEmpty
       1246  4D5 000AFF40 RtlIsGenericTableEmptyAvl
       1247  4D6 00009B20 RtlIsMultiSessionSku
       1248  4D7 000813A0 RtlIsMultiUsersInSessionSku
       1249  4D8 00108280 RtlIsNameInExpression
       1250  4D9 00108330 RtlIsNameInUnUpcasedExpression
       1251  4DA 00109C20 RtlIsNameLegalDOS8Dot3
       1252  4DB 000B01C0 RtlIsNonEmptyDirectoryReparsePointAllowed
       1253  4DC 0010DED0 RtlIsNormalizedString
       1254  4DD 000863D0 RtlIsPackageSid
       1255  4DE 00089070 RtlIsParentOfChildAppContainer
       1256  4DF 00085970 RtlIsPartialPlaceholder
       1257  4E0 0010C920 RtlIsPartialPlaceholderFileHandle
       1258  4E1 0010C980 RtlIsPartialPlaceholderFileInfo
       1259  4E2 0002C0B0 RtlIsProcessorFeaturePresent
       1260  4E3 0006FA20 RtlIsStateSeparationEnabled
       1261  4E4 00060460 RtlIsTextUnicode
       1262  4E5 00086280 RtlIsThreadWithinLoaderCallout
       1263  4E6 000F19F0 RtlIsUntrustedObject
       1264  4E7 00003CA0 RtlIsValidHandle
       1265  4E8 00003C60 RtlIsValidIndexHandle
       1266  4E9 0010A120 RtlIsValidLocaleName
       1267  4EA 00068F70 RtlIsValidProcessTrustLabelSid
       1268  4EB 0010CA50 RtlIsZeroMemory
       1269  4EC 0010DFB0 RtlKnownExceptionFilter
       1270  4ED 00015A60 RtlLCIDToCultureName
       1271  4EE 000F9880 RtlLargeIntegerToChar
       1272  4EF 00015D40 RtlLcidToLocaleName
       1273  4F0 00026FA0 RtlLeaveCriticalSection
       1274  4F1 000F8BA0 RtlLengthCurrentClearRunBackwardEx
       1275  4F2 000F8C50 RtlLengthCurrentClearRunForwardEx
       1276  4F3 0007DA10 RtlLengthRequiredSid
       1277  4F4 00073890 RtlLengthSecurityDescriptor
       1278  4F5 00070EF0 RtlLengthSid
       1279  4F6 0001AC90 RtlLengthSidAsUnicodeString
       1280  4F7 00003070 RtlLoadString
       1281  4F8 000F0D70 RtlLocalTimeToSystemTime
       1282  4F9 00015520 RtlLocaleNameToLcid
       1283  4FA 00102090 RtlLocateExtendedFeature
       1284  4FB 00076B70 RtlLocateExtendedFeature2
       1285  4FC 000865B0 RtlLocateLegacyContext
       1286  4FD 000FA000 RtlLockBootStatusData
       1287  4FE 000877C0 RtlLockCurrentThread
       1288  4FF 00029E40 RtlLockHeap
       1289  500 00052150 RtlLockMemoryBlockLookaside
       1290  501 000E13A0 RtlLockMemoryStreamRegion
       1291  502 000521D0 RtlLockMemoryZone
       1292  503 00051F20 RtlLockModuleSection
       1293  504 0010E780 RtlLogStackBackTrace
       1294  505 00003940 RtlLookupAtomInAtomTable
       1295  506 00062C90 RtlLookupElementGenericTable
       1296  507 000632F0 RtlLookupElementGenericTableAvl
       1297  508 00103610 RtlLookupElementGenericTableFull
       1298  509 00067980 RtlLookupElementGenericTableFullAvl
       1299  50A 0006D180 RtlLookupEntryHashTable
       1300  50B 0008AD50 RtlLookupFirstMatchingElementGenericTableAvl
       1301  50C 00020700 RtlLookupFunctionEntry
       1302  50D 0009EB30 RtlLookupFunctionTable
       1303  50E 0006CDC0 RtlMakeSelfRelativeSD
       1304  50F 000775C0 RtlMapGenericMask
       1305  510 000F1B80 RtlMapSecurityErrorToNtStatus
       1306  511 000A6F00 RtlMoveMemory
       1307  512 0006E960 RtlMultiAppendUnicodeStringBuffer
       1308  513 00058F90 RtlMultiByteToUnicodeN
       1309  514 00018AF0 RtlMultiByteToUnicodeSize
       1310  515 000FE1F0 RtlMultipleAllocateHeap
       1311  516 000FE270 RtlMultipleFreeHeap
       1312  517 000E2400 RtlNewInstanceSecurityObject
       1313  518 000E2530 RtlNewSecurityGrantedAccess
       1314  519 000869E0 RtlNewSecurityObject
       1315  51A 0007E0D0 RtlNewSecurityObjectEx
       1316  51B 000E2680 RtlNewSecurityObjectWithMultipleInheritance
       1317  51C 00087BC0 RtlNormalizeProcessParams
       1318  51D 000F1C90 RtlNormalizeSecurityDescriptor
       1319  51E 00089BD0 RtlNormalizeString
       1320  51F 0009EE10 RtlNotifyFeatureToggleUsage
       1321  520 000B0250 RtlNotifyFeatureUsage
       1322  521 000D6290 RtlNtPathNameToDosPathName
       1323  522 00053630 RtlNtStatusToDosError
       1324  523 00077840 RtlNtStatusToDosErrorNoTeb
       1325  524 00133690 RtlNtdllName
       1326  525 00085A10 RtlNumberGenericTableElements
       1327  526 00086090 RtlNumberGenericTableElementsAvl
       1328  527 0008CBA0 RtlNumberOfClearBits
       1329  528 000F8D40 RtlNumberOfClearBitsEx
       1330  529 000F8D70 RtlNumberOfClearBitsInRange
       1331  52A 000802B0 RtlNumberOfSetBits
       1332  52B 000F8DA0 RtlNumberOfSetBitsEx
       1333  52C 000F8F40 RtlNumberOfSetBitsInRange
       1334  52D 0008D5F0 RtlNumberOfSetBitsUlongPtr
       1335  52E 00058EC0 RtlOemStringToUnicodeSize
       1336  52F 00058DF0 RtlOemStringToUnicodeString
       1337  530 00058F40 RtlOemToUnicodeN
       1338  531 0006C160 RtlOpenCrossProcessEmulatorWorkConnection
       1339  532 0000E840 RtlOpenCurrentUser
       1340  533 0010F530 RtlOsDeploymentState
       1341  534 0010F1A0 RtlOverwriteFeatureConfigurationBuffer
       1342  535 0008CE20 RtlOwnerAcesPresent
       1343  536 00076BD0 RtlPcToFileHeader
       1344  537 000F62D0 RtlPinAtomInAtomTable
       1345  538 000681F0 RtlPopFrame
       1346  539 00083410 RtlPrefixString
       1347  53A 00014860 RtlPrefixUnicodeString
       1348  53B 0009E9A0 RtlPrepareForProcessCloning
       1349  53C 00051690 RtlProcessFlsData
       1350  53D 000490A0 RtlProtectHeap
       1351  53E 00080B30 RtlPublishWnfStateData
       1352  53F 00068140 RtlPushFrame
       1353  540 0007D820 RtlQueryActivationContextApplicationSettings
       1354  541 00070FC0 RtlQueryAllFeatureConfigurations
       1355  542 0009F8E0 RtlQueryAllInternalFeatureConfigurations
       1356  543 00003390 RtlQueryAtomInAtomTable
       1357  544 000F3FF0 RtlQueryCriticalSectionOwner
       1358  545 0006EB20 RtlQueryDepthSList
       1359  546 000FA5E0 RtlQueryDynamicTimeZoneInformation
       1360  547 00083EE0 RtlQueryElevationFlags
       1361  548 0001EB10 RtlQueryEnvironmentVariable
       1362  549 00058D40 RtlQueryEnvironmentVariable_U
       1363  54A 00071070 RtlQueryFeatureConfiguration
       1364  54B 000897F0 RtlQueryFeatureConfigurationChangeStamp
       1365  54C 00070F40 RtlQueryFeatureUsageNotificationSubscriptions
       1366  54D 0008B440 RtlQueryHeapInformation
       1367  54E 000ECC60 RtlQueryImageMitigationPolicy
       1368  54F 000784B0 RtlQueryInformationAcl
       1369  550 000334A0 RtlQueryInformationActivationContext
       1370  551 000831D0 RtlQueryInformationActiveActivationContext
       1371  552 000E13B0 RtlQueryInterfaceMemoryStream
       1372  553 0009F9A0 RtlQueryInternalFeatureConfiguration
       1373  554 000EF310 RtlQueryModuleInformation
       1374  555 0006E4D0 RtlQueryPackageClaims
       1375  556 0006E400 RtlQueryPackageIdentity
       1376  557 0006E460 RtlQueryPackageIdentityEx
       1377  558 000108E0 RtlQueryPerformanceCounter
       1378  559 00077820 RtlQueryPerformanceFrequency
       1379  55A 00101910 RtlQueryPointerMapping
       1380  55B 000E29D0 RtlQueryProcessBackTraceInformation
       1381  55C 00001320 RtlQueryProcessDebugInformation
       1382  55D 000E2B60 RtlQueryProcessHeapInformation
       1383  55E 000E30F0 RtlQueryProcessLockInformation
       1384  55F 0010CA00 RtlQueryProcessPlaceholderCompatibilityMode
       1385  560 001019D0 RtlQueryPropertyStore
       1386  561 00084D90 RtlQueryProtectedPolicy
       1387  562 0008DED0 RtlQueryRegistryValueWithFallback
       1388  563 000FA600 RtlQueryRegistryValues
       1389  564 000881F0 RtlQueryRegistryValuesEx
       1390  565 00049C50 RtlQueryResourcePolicy
       1391  566 000E26E0 RtlQuerySecurityObject
       1392  567 000FE2E0 RtlQueryTagHeap
       1393  568 00084780 RtlQueryThreadPlaceholderCompatibilityMode
       1394  569 000D5E70 RtlQueryThreadProfiling
       1395  56A 0005E080 RtlQueryTimeZoneInformation
       1396  56B 00086E90 RtlQueryTokenHostIdAsUlong64
       1397  56C 001035B0 RtlQueryUmsThreadInformation
       1398  56D 00067A50 RtlQueryUnbiasedInterruptTime
       1399  56E 0010F670 RtlQueryValidationRunlevel
       1400  56F 00086A30 RtlQueryWnfMetaNotification
       1401  570 00061260 RtlQueryWnfStateData
       1402  571 000879E0 RtlQueryWnfStateDataWithExplicitScope
       1403  572 000E6E20 RtlQueueApcWow64Thread
       1404  573 0004C990 RtlQueueWorkItem
       1405  574 0010F730 RtlRaiseCustomSystemEventTrigger
       1406  575 000547C0 RtlRaiseException
       1407  576 000A52B0 RtlRaiseExceptionForReturnAddressHijack
       1408  577 000A4E80 RtlRaiseNoncontinuableException
       1409  578 0010FB40 RtlRaiseStatus
       1410  579 0007D610 RtlRandom
       1411  57A 0007D610 RtlRandomEx
       1412  57B 00039190 RtlRbInsertNodeEx
       1413  57C 00038890 RtlRbRemoveNode
       1414  57D 00042140 RtlReAllocateHeap
       1415  57E 000E13C0 RtlReadMemoryStream
       1416  57F 000E13C0 RtlReadOutOfProcessMemoryStream
       1417  580 000D5EA0 RtlReadThreadProfilingData
       1418  581 000AFEF0 RtlRealPredecessor
       1419  582 000631E0 RtlRealSuccessor
       1420  583 00060CA0 RtlRegisterFeatureConfigurationChangeNotification
       1421  584 00060C40 RtlRegisterForWnfMetaNotification
       1422  585 00103A40 RtlRegisterSecureMemoryCacheCallback
       1423  586 00080A50 RtlRegisterThreadWithCsrss
       1424  587 0004D5A0 RtlRegisterWait
       1425  588 00033D10 RtlReleaseActivationContext
       1426  589 000E1350 RtlReleaseMemoryStream
       1427  58A 00032CE0 RtlReleasePath
       1428  58B 0007DFA0 RtlReleasePebLock
       1429  58C 000820D0 RtlReleasePrivilege
       1430  58D 0002E730 RtlReleaseRelativeName
       1431  58E 00060380 RtlReleaseResource
       1432  58F 00033BC0 RtlReleaseSRWLockExclusive
       1433  590 00026C70 RtlReleaseSRWLockShared
       1434  591 0010C790 RtlRemoteCall
       1435  592 0007DFC0 RtlRemoveEntryHashTable
       1436  593 00101A60 RtlRemovePointerMapping
       1437  594 00088090 RtlRemovePrivileges
       1438  595 00101B40 RtlRemovePropertyStore
       1439  596 000E4400 RtlRemoveVectoredContinueHandler
       1440  597 00085BD0 RtlRemoveVectoredExceptionHandler
       1441  598 000F1F70 RtlReplaceSidInSd
       1442  599 00086680 RtlReplaceSystemDirectoryInPath
       1443  59A 000E7500 RtlReportException
       1444  59B 000E75D0 RtlReportExceptionEx
       1445  59C 00051220 RtlReportSilentProcessExit
       1446  59D 000E7F30 RtlReportSqmEscalation
       1447  59E 000F6440 RtlResetMemoryBlockLookaside
       1448  59F 000F65B0 RtlResetMemoryZone
       1449  5A0 0008ED40 RtlResetNtUserPfn
       1450  5A1 000F0930 RtlResetRtlTranslations
       1451  5A2 000FA020 RtlRestoreBootStatusDefaults
       1452  5A3 0006D9D0 RtlRestoreContext
       1453  5A4 000537D0 RtlRestoreLastWin32Error
       1454  5A5 000FA150 RtlRestoreSystemBootStatusDefaults
       1455  5A6 0008A8B0 RtlRestoreThreadPreferredUILanguages
       1456  5A7 0008EDC0 RtlRetrieveNtUserPfn
       1457  5A8 000E13D0 RtlRevertMemoryStream
       1458  5A9 000F2280 RtlRunDecodeUnicodeString
       1459  5AA 000F22E0 RtlRunEncodeUnicodeString
       1460  5AB 00060E10 RtlRunOnceBeginInitialize
       1461  5AC 00061190 RtlRunOnceComplete
       1462  5AD 00032850 RtlRunOnceExecuteOnce
       1463  5AE 00084B30 RtlRunOnceInitialize
       1464  5AF 000F0DE0 RtlSecondsSince1970ToTime
       1465  5B0 000F0E10 RtlSecondsSince1980ToTime
       1466  5B1 000E13E0 RtlSeekMemoryStream
       1467  5B2 0006CBE0 RtlSelfRelativeToAbsoluteSD
       1468  5B3 0008A0E0 RtlSelfRelativeToAbsoluteSD2
       1469  5B4 00088DF0 RtlSendMsgToSm
       1470  5B5 0007D0E0 RtlSetAllBits
       1471  5B6 000F91C0 RtlSetAllBitsEx
       1472  5B7 000F2390 RtlSetAttributesSecurityDescriptor
       1473  5B8 00083580 RtlSetBit
       1474  5B9 0009EC60 RtlSetBitEx
       1475  5BA 00004FD0 RtlSetBits
       1476  5BB 000F9230 RtlSetBitsEx
       1477  5BC 0006CA10 RtlSetControlSecurityDescriptor
       1478  5BD 00074F60 RtlSetCriticalSectionSpinCount
       1479  5BE 0007BA20 RtlSetCurrentDirectory_U
       1480  5BF 0008E690 RtlSetCurrentEnvironment
       1481  5C0 0006B300 RtlSetCurrentTransaction
       1482  5C1 00014670 RtlSetDaclSecurityDescriptor
       1483  5C2 000FA630 RtlSetDynamicTimeZoneInformation
       1484  5C3 000D8200 RtlSetEnvironmentStrings
       1485  5C4 00014BC0 RtlSetEnvironmentVar
       1486  5C5 00058DB0 RtlSetEnvironmentVariable
       1487  5C6 001020B0 RtlSetExtendedFeaturesMask
       1488  5C7 0010F240 RtlSetFeatureConfigurations
       1489  5C8 000146E0 RtlSetGroupSecurityDescriptor
       1490  5C9 0007D140 RtlSetHeapInformation
       1491  5CA 000ED780 RtlSetImageMitigationPolicy
       1492  5CB 000F5080 RtlSetInformationAcl
       1493  5CC 00127240 RtlSetIoCompletionCallback
       1494  5CD 000537D0 RtlSetLastWin32Error
       1495  5CE 00053610 RtlSetLastWin32ErrorAndNtStatusFromNtStatus
       1496  5CF 000E13F0 RtlSetMemoryStreamSize
       1497  5D0 00014610 RtlSetOwnerSecurityDescriptor
       1498  5D1 000FA550 RtlSetPortableOperatingSystem
       1499  5D2 000E3390 RtlSetProcessDebugInformation
       1500  5D3 0008E4C0 RtlSetProcessIsCritical
       1501  5D4 000896B0 RtlSetProcessPlaceholderCompatibilityMode
       1502  5D5 0006FB60 RtlSetProcessPreferredUILanguages
       1503  5D6 00082E10 RtlSetProtectedPolicy
       1504  5D7 00089040 RtlSetProxiedProcessId
       1505  5D8 000691B0 RtlSetSaclSecurityDescriptor
       1506  5D9 00002030 RtlSetSearchPathMode
       1507  5DA 00088A40 RtlSetSecurityDescriptorRMControl
       1508  5DB 0007A3F0 RtlSetSecurityObject
       1509  5DC 0008CDE0 RtlSetSecurityObjectEx
       1510  5DD 00088950 RtlSetSystemBootStatus
       1511  5DE 000FA190 RtlSetSystemBootStatusEx
       1512  5DF 000578C0 RtlSetThreadErrorMode
       1513  5E0 00088860 RtlSetThreadIsCritical
       1514  5E1 00080E40 RtlSetThreadPlaceholderCompatibilityMode
       1515  5E2 00088220 RtlSetThreadPoolStartFunc
       1516  5E3 0006FE70 RtlSetThreadPreferredUILanguages
       1517  5E4 0006FD00 RtlSetThreadPreferredUILanguages2
       1518  5E5 0004EDE0 RtlSetThreadSubProcessTag
       1519  5E6 0004ED70 RtlSetThreadWorkOnBehalfTicket
       1520  5E7 000FA650 RtlSetTimeZoneInformation
       1521  5E8 00127230 RtlSetTimer
       1522  5E9 001035C0 RtlSetUmsThreadInformation
       1523  5EA 00082540 RtlSetUnhandledExceptionFilter
       1524  5EB 000FE7C0 RtlSetUserFlagsHeap
       1525  5EC 00076880 RtlSetUserValueHeap
       1526  5ED 00080430 RtlSidDominates
       1527  5EE 00068EE0 RtlSidDominatesForTrust
       1528  5EF 000F23C0 RtlSidEqualLevel
       1529  5F0 00079290 RtlSidHashInitialize
       1530  5F1 00074FB0 RtlSidHashLookup
       1531  5F2 000F2450 RtlSidIsHigherLevel
       1532  5F3 0003A9D0 RtlSizeHeap
       1533  5F4 00069220 RtlSleepConditionVariableCS
       1534  5F5 000696A0 RtlSleepConditionVariableSRW
       1535  5F6 00062D80 RtlSplay
       1536  5F7 000812E0 RtlStartRXact
       1537  5F8 000E1400 RtlStatMemoryStream
       1538  5F9 0006EC10 RtlStringFromGUID
       1539  5FA 0006EC20 RtlStringFromGUIDEx
       1540  5FB 0008AE60 RtlStronglyEnumerateEntryHashTable
       1541  5FC 00078140 RtlSubAuthorityCountSid
       1542  5FD 00074730 RtlSubAuthoritySid
       1543  5FE 0010F350 RtlSubscribeForFeatureUsageNotification
       1544  5FF 00061330 RtlSubscribeWnfStateChangeNotification
       1545  600 00063020 RtlSubtreePredecessor
       1546  601 001035E0 RtlSubtreeSuccessor
       1547  602 00049D40 RtlSwitchedVVI
       1548  603 0007E460 RtlSystemTimeToLocalTime
       1549  604 00086C20 RtlTestAndPublishWnfStateData
       1550  605 00089680 RtlTestBit
       1551  606 0009EC80 RtlTestBitEx
       1552  607 000871E0 RtlTestProtectedAccess
       1553  608 00059300 RtlTimeFieldsToTime
       1554  609 000F0E40 RtlTimeToElapsedTimeFields
       1555  60A 0007C3E0 RtlTimeToSecondsSince1970
       1556  60B 0007C390 RtlTimeToSecondsSince1980
       1557  60C 00059630 RtlTimeToTimeFields
       1558  60D 0010FC00 RtlTraceDatabaseAdd
       1559  60E 0010FC80 RtlTraceDatabaseCreate
       1560  60F 0010FDC0 RtlTraceDatabaseDestroy
       1561  610 0010FE40 RtlTraceDatabaseEnumerate
       1562  611 0010FF20 RtlTraceDatabaseFind
       1563  612 0010FFA0 RtlTraceDatabaseLock
       1564  613 0010FFD0 RtlTraceDatabaseUnlock
       1565  614 0010FFF0 RtlTraceDatabaseValidate
       1566  615 000477E0 RtlTryAcquirePebLock
       1567  616 000762B0 RtlTryAcquireSRWLockExclusive
       1568  617 0007A230 RtlTryAcquireSRWLockShared
       1569  618 000F3EB0 RtlTryConvertSRWLockSharedToExclusiveOrRelease
       1570  619 00043E50 RtlTryEnterCriticalSection
       1571  61A 000556D0 RtlUTF8StringToUnicodeString
       1572  61B 000557B0 RtlUTF8ToUnicodeN
       1573  61C 00110440 RtlUdiv128
       1574  61D 001035D0 RtlUmsThreadYield
       1575  61E 0009F8A0 RtlUnhandledExceptionFilter
       1576  61F 0010DFD0 RtlUnhandledExceptionFilter2
       1577  620 00057AA0 RtlUnicodeStringToAnsiSize
       1578  621 00018B40 RtlUnicodeStringToAnsiString
       1579  622 000F6650 RtlUnicodeStringToCountedOemString
       1580  623 00077440 RtlUnicodeStringToInteger
       1581  624 00057AA0 RtlUnicodeStringToOemSize
       1582  625 000579D0 RtlUnicodeStringToOemString
       1583  626 00110320 RtlUnicodeStringToUTF8String
       1584  627 00018CD0 RtlUnicodeToCustomCPN
       1585  628 000187F0 RtlUnicodeToMultiByteN
       1586  629 00018C60 RtlUnicodeToMultiByteSize
       1587  62A 00058EF0 RtlUnicodeToOemN
       1588  62B 00059B90 RtlUnicodeToUTF8N
       1589  62C 0008EAD0 RtlUniform
       1590  62D 000FA1B0 RtlUnlockBootStatusData
       1591  62E 000878F0 RtlUnlockCurrentThread
       1592  62F 00029CC0 RtlUnlockHeap
       1593  630 00052310 RtlUnlockMemoryBlockLookaside
       1594  631 000E13A0 RtlUnlockMemoryStreamRegion
       1595  632 00052370 RtlUnlockMemoryZone
       1596  633 00051E70 RtlUnlockModuleSection
       1597  634 000503A0 RtlUnregisterFeatureConfigurationChangeNotification
       1598  635 0010F360 RtlUnsubscribeFromFeatureUsageNotifications
       1599  636 0004C490 RtlUnsubscribeWnfNotificationWaitForCompletion
       1600  637 00089400 RtlUnsubscribeWnfNotificationWithCompletionCallback
       1601  638 00088810 RtlUnsubscribeWnfStateChangeNotification
       1602  639 00054600 RtlUnwind
       1603  63A 0001FF00 RtlUnwindEx
       1604  63B 00059B50 RtlUpcaseUnicodeChar
       1605  63C 0000FF00 RtlUpcaseUnicodeString
       1606  63D 000F6790 RtlUpcaseUnicodeStringToAnsiString
       1607  63E 000F68B0 RtlUpcaseUnicodeStringToCountedOemString
       1608  63F 0008A440 RtlUpcaseUnicodeStringToOemString
       1609  640 000F0940 RtlUpcaseUnicodeToCustomCPN
       1610  641 0007EBB0 RtlUpcaseUnicodeToMultiByteN
